Rxn	WT_20nM/5uM	pdxBJ_20nM/5uM	pdxBJ/WT_20nM
GSNtex	-0.903871103	-0.523639415	0.429627306
GSNtex	0.470065903	-1.366947595	-1.360493472
GSNtex	-0.472060634	0.327076275	1.148617799
GSNtex	0.180532993	-0.433848486	-1.481278919
GSPMDA	0.233948818	-0.093726504	-0.828898764
GSPMDS	0.233948818	-0.093726504	-0.828898764
GTHOr	0.245889195	-0.38444536	-0.947061922
GTHOXtex	-0.903871103	-0.523639415	0.429627306
GTHOXtex	0.470065903	-1.366947595	-1.360493472
GTHOXtex	-0.472060634	0.327076275	1.148617799
GTHOXtex	0.180532993	-0.433848486	-1.481278919
GTHPi	0.277419692	0.695878435	0.269327277
GTHRDabc2pp	0.109350096	-0.094956805	-0.148480888
GTHRDabc2pp	0.302591686	0.366069397	0.436655602
GTHRDabcpp	-0.134771729	0.596358537	2.128304869
GTHRDabcpp	-0.090849217	0.884676552	2.525217858
GTHRDabcpp	-0.076386192	1.062711051	2.727317898
GTHRDabcpp	-0.086289883	1.216856183	2.769467433
GTHRDHpp	0.31029569	0.678252421	0.26234976
GTHRDtex	-0.903871103	-0.523639415	0.429627306
GTHRDtex	0.470065903	-1.366947595	-1.360493472
GTHRDtex	-0.472060634	0.327076275	1.148617799
GTHRDtex	0.180532993	-0.433848486	-1.481278919
GTHS	0.334751363	-0.240187766	-0.517822161
GTPCI	0.372018867	-0.219289799	0.233180009
GTPCII2	0.250304212	-0.40347165	-0.861593179
GTPDPDP	0.253360806	0.323775133	0.02596003
GTPDPK	0.195002919	0.117861206	-0.25278045
GTPtex	-0.903871103	-0.523639415	0.429627306
GTPtex	0.470065903	-1.366947595	-1.360493472
GTPtex	-0.472060634	0.327076275	1.148617799
GTPtex	0.180532993	-0.433848486	-1.481278919
GUAD	-0.290689364	-0.173529561	0.302430827
GUAPRT	0.573841204	-0.029487211	-0.412438641
GUAPRT	1.341453672	-0.315731913	-0.782291935
GUAt2pp	0.273410031	-1.908332416	-2.325834263
GUAtex	0.335973842	-0.63203516	-0.914737942
GUAtpp	0.17613963	-2.235995782	-1.398418584
GUAtpp	-0.220147504	-0.020298604	0.370618886
GUI1	0.274210624	-0.45708719	0.075476976
GUI2	0.274210624	-0.45708719	0.075476976
H2O2tex	-0.903871103	-0.523639415	0.429627306
H2O2tex	0.470065903	-1.366947595	-1.360493472
H2O2tex	-0.472060634	0.327076275	1.148617799
H2O2tex	0.180532993	-0.433848486	-1.481278919
H2Otex	-0.903871103	-0.523639415	0.429627306
H2Otex	0.470065903	-1.366947595	-1.360493472
H2Otex	0.188233455	-0.461380959	-1.18758161
H2Otex	-2.548954035	0.511314553	1.138713093
H2Otex	-0.472060634	0.327076275	1.148617799
H2Otex	0.180532993	-0.433848486	-1.481278919
H2Otex	-3.250349778	-0.618205315	0.843690199
H2Otpp	-0.107072623	0.464591098	1.270483376
H2Stex	-0.903871103	-0.523639415	0.429627306
H2Stex	0.470065903	-1.366947595	-1.360493472
H2Stex	-0.472060634	0.327076275	1.148617799
H2Stex	0.180532993	-0.433848486	-1.481278919
H2tex	-0.903871103	-0.523639415	0.429627306
H2tex	0.470065903	-1.366947595	-1.360493472
H2tex	-0.472060634	0.327076275	1.148617799
H2tex	0.180532993	-0.433848486	-1.481278919
HACD1	0.03739405	-0.635880734	-0.549187027
HACD1	-0.00245871	-1.488474381	-1.067344593
HACD2	0.03739405	-0.635880734	-0.549187027
HACD2	-0.00245871	-1.488474381	-1.067344593
HACD3	0.03739405	-0.635880734	-0.549187027
HACD3	-0.00245871	-1.488474381	-1.067344593
HACD4	0.03739405	-0.635880734	-0.549187027
HACD4	-0.00245871	-1.488474381	-1.067344593
HACD5	0.03739405	-0.635880734	-0.549187027
HACD5	-0.00245871	-1.488474381	-1.067344593
HACD6	0.03739405	-0.635880734	-0.549187027
HACD6	-0.00245871	-1.488474381	-1.067344593
HACD7	0.03739405	-0.635880734	-0.549187027
HACD7	-0.00245871	-1.488474381	-1.067344593
HACD8	0.03739405	-0.635880734	-0.549187027
HACD8	-0.00245871	-1.488474381	-1.067344593
HADPCOADH3	-0.579414391	0.392726363	0.975318838
HBZOPT	0.166312724	-0.275214113	-0.533690308
HCINNMt2rpp	-0.342900993	0.293694364	1.487986116
HCINNMtex	-0.903871103	-0.523639415	0.429627306
HCINNMtex	0.470065903	-1.366947595	-1.360493472
HCINNMtex	-0.472060634	0.327076275	1.148617799
HCINNMtex	0.180532993	-0.433848486	-1.481278919
HCO3E	0.101693772	-0.57140764	-0.349462764
HCO3E	-0.52741266	0.023427185	0.50326049
HCYSMT	0.047445639	-0.297861692	-1.080734581
HCYSMT2	0.047445639	-0.297861692	-1.080734581
HDCAtexi	0.636373079	-2.319411356	-2.469906671
HDCEAtexi	0.636373079	-2.319411356	-2.469906671
HEMEOS	0.299331476	-0.276898761	-0.033889249
HEPK1	0.150733918	0.072581942	-0.354609082
HEPK2	0.042109141	0.039188974	-0.413644891
HEPT1	0.068821933	0.122001929	-0.39130403
HEPT2	0.141319108	-0.135689534	-1.025095545
HEPT3	0.180636474	0.651165335	-0.046555086
HEPT4	-0.087467731	0.167767859	-0.204208324
HETZK	0.318808315	0.185119699	0.860308579
HEX1	0.285808435	0.048915211	-0.242028367
HEX7	0.098201777	-0.634154065	-0.582786625
HEXt2rpp	-1.607187846	0.206502917	0.553747562
HG2abcpp	1.027988804	-0.397804451	-0.7926548
HG2t3pp	0.135505665	0.475617453	0.07666491
HG2tex	-0.903871103	-0.523639415	0.429627306
HG2tex	0.470065903	-1.366947595	-1.360493472
HG2tex	-0.472060634	0.327076275	1.148617799
HG2tex	0.180532993	-0.433848486	-1.481278919
HISabcpp	-0.037186245	-1.511147336	-0.587361756
HISabcpp	0.105303632	-1.453621989	-0.64732596
HISabcpp	0.269149562	-1.801558294	-1.233985673
HISabcpp	0.52883895	-2.063000146	-1.464754165
HISt2rpp	0.46588198	-1.264834703	-0.53633926
HISTD	0.315050001	-0.847230269	-0.945799037
HIStex	-0.903871103	-0.523639415	0.429627306
HIStex	0.470065903	-1.366947595	-1.360493472
HIStex	-0.472060634	0.327076275	1.148617799
HIStex	0.180532993	-0.433848486	-1.481278919
HISTP	0.428524034	-0.627090193	-0.492313094
HKNDDH	0.175133092	0.61007243	1.443632518
HKNTDH	0.175133092	0.61007243	1.443632518
HMBS	0.238138099	0.080289222	-0.63358434
HMPK1	0.314772399	0.30501191	0.718932629
HMPK1	0.499835682	-0.117626765	-0.300995242
HOMt2pp	0.199100839	-0.527874642	-0.247896666
HOMt2pp	0.465413013	-0.795436563	0.026140127
HOMtex	-0.903871103	-0.523639415	0.429627306
HOMtex	0.470065903	-1.366947595	-1.360493472
HOMtex	-0.472060634	0.327076275	1.148617799
HOMtex	0.180532993	-0.433848486	-1.481278919
HOPNTAL	0.085136374	0.097552832	1.109164622
HPACOAT	-0.115620633	0.09568197	0.697394843
HPPK2	0.084671002	-0.466016721	-0.842746397
HPPPNDO	-1.934665131	0.099516081	0.782617269
HPPPNt2rpp	-0.342900993	0.293694364	1.487986116
HPPPNtex	-0.903871103	-0.523639415	0.429627306
HPPPNtex	0.470065903	-1.366947595	-1.360493472
HPPPNtex	-0.472060634	0.327076275	1.148617799
HPPPNtex	0.180532993	-0.433848486	-1.481278919
HPYRI	-1.251937786	-0.146793924	0.955641739
HPYRP	0.17075974	0.621299529	0.051565613
HPYRRx	0.242969041	-0.037480185	0.057471127
HPYRRx	0.528145387	-0.168463355	-0.022835121
HPYRRy	0.242969041	-0.037480185	0.057471127
HPYRRy	0.528145387	-0.168463355	-0.022835121
HSDy	0.291271464	1.124432774	1.558067399
HSDy	0.234729433	-0.376456568	-0.37405977
HSK	0.218047687	0.883391439	1.179965102
HSST	-0.091878975	-0.094184341	0.69872338
HSTPT	0.394673985	-0.730804289	-0.682544523
Htex	-0.903871103	-0.523639415	0.429627306
Htex	0.470065903	-1.366947595	-1.360493472
Htex	-0.472060634	0.327076275	1.148617799
Htex	0.180532993	-0.433848486	-1.481278919
HXAND	-0.065537747	0.029475043	0.210746485
HXAND	-0.34584808	0.119444401	0.643760982
HXAND	-0.154673157	-0.205345132	0.13268757
HXAtex	-0.903871103	-0.523639415	0.429627306
HXAtex	0.470065903	-1.366947595	-1.360493472
HXAtex	-0.472060634	0.327076275	1.148617799
HXAtex	0.180532993	-0.433848486	-1.481278919
HXCT	-1.461123606	0.030986447	0.378964645
HXCT	-2.40355174	-0.014446101	0.821741383
HXPRT	0.573841204	-0.029487211	-0.412438641
HXPRT	1.341453672	-0.315731913	-0.782291935
HYD1pp	-0.131960686	-0.636024002	-0.738318071
HYD1pp	-0.377291391	-0.056766637	-0.376104744
HYD1pp	-0.181945319	-0.2157073	-0.271694036
HYD1pp	-0.253003344	-0.054116827	0.071604334
HYD1pp	-0.591628314	0.184615692	0.344717131
HYD1pp	-0.50449051	-0.017592159	-0.651163571
HYD1pp	-0.137613062	-0.427195446	-2.058248143
HYD1pp	0.011348342	-0.249876505	-2.066178608
HYD1pp	0.017832466	-0.226556186	-2.239787534
HYD1pp	0.701572435	-0.39726515	-0.739803978
HYD1pp	1.092652155	-0.547323059	-1.537608964
HYD1pp	0.86127799	-0.592322102	-1.792267764
HYD1pp	0.748494026	-0.966320835	-2.301703897
HYD2pp	-0.131960686	-0.636024002	-0.738318071
HYD2pp	-0.377291391	-0.056766637	-0.376104744
HYD2pp	-0.181945319	-0.2157073	-0.271694036
HYD2pp	0.701572435	-0.39726515	-0.739803978
HYD2pp	1.092652155	-0.547323059	-1.537608964
HYD2pp	0.86127799	-0.592322102	-1.792267764
HYD2pp	0.748494026	-0.966320835	-2.301703897
HYD3pp	-0.131960686	-0.636024002	-0.738318071
HYD3pp	-0.377291391	-0.056766637	-0.376104744
HYD3pp	-0.181945319	-0.2157073	-0.271694036
HYD3pp	0.701572435	-0.39726515	-0.739803978
HYD3pp	1.092652155	-0.547323059	-1.537608964
HYD3pp	0.86127799	-0.592322102	-1.792267764
HYD3pp	0.748494026	-0.966320835	-2.301703897
HYXNtex	-0.903871103	-0.523639415	0.429627306
HYXNtex	0.470065903	-1.366947595	-1.360493472
HYXNtex	-0.472060634	0.327076275	1.148617799
HYXNtex	0.180532993	-0.433848486	-1.481278919
HYXNtpp	0.17613963	-2.235995782	-1.398418584
HYXNtpp	-0.220147504	-0.020298604	0.370618886
I2FE2SR	0.055725116	-0.300072155	-0.726938142
I2FE2SR	0.26048781	-0.305174902	-0.766886034
I2FE2SS	0.055725116	-0.300072155	-0.726938142
I2FE2SS	0.26048781	-0.305174902	-0.766886034
I2FE2SS2	0.055725116	-0.300072155	-0.726938142
I2FE2SS2	0.26048781	-0.305174902	-0.766886034
I2FE2ST	-0.075496107	-0.214926001	-0.446377562
I2FE2ST	0.055725116	-0.300072155	-0.726938142
I4FE4SR	0.055725116	-0.300072155	-0.726938142
I4FE4ST	-0.075496107	-0.214926001	-0.446377562
I4FE4ST	0.055725116	-0.300072155	-0.726938142
ICDHyr	0.413755507	0.153820279	0.015879229
ICHORS_copy1	0.386530504	-1.14246105	-0.96975365
ICHORS_copy2	0.307039104	0.657713973	-0.11449291
ICHORT	-0.048927918	-1.41542898	-1.277221853
ICL	0.283460577	1.145402434	0.587351358
ICYSDS	0.26048781	-0.305174902	-0.766886034
IDOND	-0.166360902	-0.261888721	0.080360352
IDOND2	-0.166360902	-0.261888721	0.080360352
IDONt2rpp	-0.258853691	0.351633162	0.91545517
IDONtex	-0.903871103	-0.523639415	0.429627306
IDONtex	0.470065903	-1.366947595	-1.360493472
IDONtex	-0.472060634	0.327076275	1.148617799
IDONtex	0.180532993	-0.433848486	-1.481278919
IG3PS	0.377115329	-0.656583487	-0.454977714
IG3PS	0.177877571	-1.059139789	-0.733328715
IGPDH	0.428524034	-0.627090193	-0.492313094
IGPS	0.166326604	-0.511195667	0.25165736
ILEabcpp	0.069588153	-1.877380805	-1.544696576
ILEabcpp	0.117845286	-1.629514896	-1.472696249
ILEabcpp	0.106386921	-1.798723289	-1.628742856
ILEabcpp	0.149797156	-1.782247845	-1.619736117
ILEabcpp	0.101120603	-0.191492554	0.328584259
ILEt2rpp	0.436070073	-0.243091236	-0.310216215
ILEt3pp	0.126517391	0.706661014	1.046753608
ILETA	0.749338668	0.903021387	1.316602264
ILEtex	-0.903871103	-0.523639415	0.429627306
ILEtex	0.470065903	-1.366947595	-1.360493472
ILEtex	-0.472060634	0.327076275	1.148617799
ILEtex	0.180532993	-0.433848486	-1.481278919
IMPC	0.27828242	-1.417392591	-1.97311681
IMPD	0.26528379	-0.620736082	-1.135063578
IMPtex	-0.903871103	-0.523639415	0.429627306
IMPtex	0.470065903	-1.366947595	-1.360493472
IMPtex	-0.472060634	0.327076275	1.148617799
IMPtex	0.180532993	-0.433848486	-1.481278919
INDOLEt2pp	0.541090416	0.067552643	-0.585637391
INDOLEt2pp	-1.559159152	0.361594706	1.147428954
INDOLEt2pp	-0.764290462	0.439599628	0.820233282
INDOLEt2rpp	-0.222319402	-0.912981847	-0.371210782
INDOLEtex	-0.903871103	-0.523639415	0.429627306
INDOLEtex	0.470065903	-1.366947595	-1.360493472
INDOLEtex	-0.472060634	0.327076275	1.148617799
INDOLEtex	0.180532993	-0.433848486	-1.481278919
INOSTO	-1.733000443	0.301163786	0.77666593
INOSTt4pp	-1.827354638	0.458667748	0.634158165
INSH	0.199519686	-0.367608182	-1.118270635
INSK	0.496468263	0.304289058	-0.096410324
INSt2pp	0.529450094	-0.56393921	-0.773109513
INSt2pp	-0.513452515	0.334296347	0.436508097
INSt2pp	0.025561925	-1.549889762	-2.253176812
INSt3pp	-0.076311597	-0.048212056	-0.172218656
INStex	0.335973842	-0.63203516	-0.914737942
INSTtex	-0.903871103	-0.523639415	0.429627306
INSTtex	0.470065903	-1.366947595	-1.360493472
INSTtex	-0.472060634	0.327076275	1.148617799
INSTtex	0.180532993	-0.433848486	-1.481278919
IPDDI	-0.013711623	0.109061838	-0.233177828
IPDPS	0.389689471	0.116955213	0.374258601
IPMD	0.398931493	0.761677518	1.397600943
IPMD	-0.02511173	-0.207150084	-0.236677516
IPPMIa	0.287069667	0.349345805	0.830934916
IPPMIa	0.342546744	0.513460874	1.119834232
IPPMIb	0.287069667	0.349345805	0.830934916
IPPMIb	0.342546744	0.513460874	1.119834232
IPPS	0.545206863	0.94180665	1.580941821
ISETACabcpp	-1.425659482	-0.803373711	1.675034211
ISETACabcpp	-0.992771627	-0.692022712	1.127298609
ISETACabcpp	-0.944029974	-0.194175396	1.422274688
ISETACabcpp	-0.344292423	-0.55285881	-0.176735167
ISETACabcpp	-1.041319204	-0.25455846	0.788180773
ISETACabcpp	-1.750272558	-0.290438236	0.874840887
ISETACtex	-0.903871103	-0.523639415	0.429627306
ISETACtex	0.470065903	-1.366947595	-1.360493472
ISETACtex	-0.472060634	0.327076275	1.148617799
ISETACtex	0.180532993	-0.433848486	-1.481278919
K2L4Aabcpp	0.567591142	-0.060859301	-0.913206679
K2L4Aabctex	0.363288825	-0.051777102	-0.269482443
K2L4Aabctex	0.107044349	-0.046373037	-0.134395909
K2L4Aabctex	0.192492278	0.283436952	0.128843753
K2L4Aabctex	0.277832573	-0.087066177	-0.125671511
K2L4Aabctex	0.31708722	-0.153016329	-0.195797867
K2L4Aabctex	0.186827508	0.271625516	-0.096252091
K2L4Aabctex	0.206756435	0.249321099	-0.282057528
Kabcpp	-0.505644136	-0.063276253	0.668707393
Kabcpp	-0.958205622	-0.412578274	1.516320553
Kabcpp	-1.782127238	-1.710783702	1.35047317
Kabcpp	-0.887515429	-1.958204934	1.284738862
KARA1	0.320194694	0.032354214	0.491061516
KARA2	0.320194694	0.032354214	0.491061516
KAS14	0.34752852	-0.519424194	-0.793117883
KAS14	0.352442386	-0.490439104	0.441288122
KAS15	0.17212047	-0.549630421	-0.559973652
KDOCT2	0.199899838	-0.19333712	-0.213718732
KDOPP	0.251909755	0.186699021	0.205299218
KDOPS	0.490440261	-0.025486303	-0.633556857
KDUI	-0.20177202	0.064896319	0.200415372
KG6PDC	-1.049395143	-0.262734852	-0.222735944
KG6PDC	0.012183323	0.05421191	0.4744004
Kt2pp	0.106090407	0.189491596	0.141032142
Kt2pp	-0.071616894	0.234929004	0.052952522
Kt2pp	-0.400067453	0.265889325	0.570059694
Kt2pp	0.121682858	0.045693734	-0.456304386
Kt2pp	0.264174869	-0.327531845	-0.714630234
Kt2pp	0.242341771	0.159060256	-0.233019148
Kt3pp	0.069058666	-0.546157669	0.038729513
Kt3pp	0.347032338	-0.038664743	0.219966725
Kt3pp	0.130806115	0.933230711	1.102825431
Kt3pp	-0.204886127	-0.735017399	-0.579611803
Ktex	-0.903871103	-0.523639415	0.429627306
Ktex	0.470065903	-1.366947595	-1.360493472
Ktex	-0.472060634	0.327076275	1.148617799
Ktex	0.180532993	-0.433848486	-1.481278919
L_LACD2	0.364066782	0.147313026	-0.273751414
L_LACD2	0.103572214	0.027390228	-0.05869151
L_LACD2	-0.235296182	-0.41232286	0.353348903
L_LACD2	-0.393523625	0.163036353	0.643220409
L_LACD3	0.364066782	0.147313026	-0.273751414
L_LACD3	0.103572214	0.027390228	-0.05869151
L_LACD3	-0.235296182	-0.41232286	0.353348903
L_LACD3	-0.393523625	0.163036353	0.643220409
L_LACt2rpp	-0.373629336	0.653381081	0.887032537
L_LACt2rpp	-0.037892001	-1.376241628	-0.853454718
L_LACtex	-0.903871103	-0.523639415	0.429627306
L_LACtex	0.470065903	-1.366947595	-1.360493472
L_LACtex	-0.472060634	0.327076275	1.148617799
L_LACtex	0.180532993	-0.433848486	-1.481278919
LA4NTpp	-0.289888355	0.684732321	0.477310569
LACZ	-2.204482713	0.707890453	1.853403942
LACZpp	0.375975607	-0.196904171	-0.150613367
LADGMDH	0.114938421	0.217871753	0.597292192
LALADGLUtex	-0.903871103	-0.523639415	0.429627306
LALADGLUtex	0.470065903	-1.366947595	-1.360493472
LALADGLUtex	-0.472060634	0.327076275	1.148617799
LALADGLUtex	0.180532993	-0.433848486	-1.481278919
LALADGLUtpp	0.469463093	-1.016265616	-1.300381517
LALADGLUtpp	0.452347014	-1.810386146	-1.427323164
LALADGLUtpp	0.07159546	0.030668823	-0.076930861
LALADGLUtpp	-0.606040951	0.301230704	0.166719973
LALALGLUtex	-0.903871103	-0.523639415	0.429627306
LALALGLUtex	0.470065903	-1.366947595	-1.360493472
LALALGLUtex	-0.472060634	0.327076275	1.148617799
LALALGLUtex	0.180532993	-0.433848486	-1.481278919
LALALGLUtpp	0.469463093	-1.016265616	-1.300381517
LALALGLUtpp	0.452347014	-1.810386146	-1.427323164
LALALGLUtpp	0.07159546	0.030668823	-0.076930861
LALALGLUtpp	-0.606040951	0.301230704	0.166719973
LALDO2x	0.482030077	-1.030574413	-1.873242326
LALGP	0.382912753	-0.281414373	-0.694559634
LCADi	0.043089811	-1.080835188	-0.291862192
LCARS	0.022516	-0.519102214	-0.432859741
LCARSyi	0.140471235	0.730572459	0.115378872
LCTSt3ipp	-0.125189253	0.392748368	0.792499506
LCTSt3ipp	-0.053732806	-0.049729601	0.551619535
LCTSt3ipp	0.258992644	0.317407624	0.054365965
LCTStex	-0.903871103	-0.523639415	0.429627306
LCTStex	0.470065903	-1.366947595	-1.360493472
LCTStex	-0.472060634	0.327076275	1.148617799
LCTStex	0.180532993	-0.433848486	-1.481278919
LCTStpp	-1.214566464	0.202451003	0.97738135
LDGUNPD	0.018117403	0.42839728	0.519162323
LDH_D	0.242631117	-0.710367733	-0.886024748
LDH_D2	0.291473551	-0.221934224	-0.498429756
LEUabcpp	0.069588153	-1.877380805	-1.544696576
LEUabcpp	0.117845286	-1.629514896	-1.472696249
LEUabcpp	0.106386921	-1.798723289	-1.628742856
LEUabcpp	0.149797156	-1.782247845	-1.619736117
LEUabcpp	0.200381161	-2.126303264	-2.065108535
LEUabcpp	0.101120603	-0.191492554	0.328584259
LEUt2rpp	0.436070073	-0.243091236	-0.310216215
LEUt3pp	0.197835639	-0.149719818	0.712591422
LEUt3pp	0.126517391	0.706661014	1.046753608
LEUTAi	0.749338668	0.903021387	1.316602264
LEUTAi	0.341470137	-0.331858028	-0.044082323
LEUtex	-0.903871103	-0.523639415	0.429627306
LEUtex	0.470065903	-1.366947595	-1.360493472
LEUtex	-0.472060634	0.327076275	1.148617799
LEUtex	0.180532993	-0.433848486	-1.481278919
LGTHL	0.24388727	-0.191791148	-0.202371391
LIPAabcpp	0.567591142	-0.060859301	-0.913206679
LIPAabctex	0.363288825	-0.051777102	-0.269482443
LIPAabctex	0.107044349	-0.046373037	-0.134395909
LIPAabctex	0.192492278	0.283436952	0.128843753
LIPAabctex	0.277832573	-0.087066177	-0.125671511
LIPAabctex	0.31708722	-0.153016329	-0.195797867
LIPAabctex	0.186827508	0.271625516	-0.096252091
LIPAabctex	0.206756435	0.249321099	-0.282057528
LIPACabcpp	0.567591142	-0.060859301	-0.913206679
LIPAHT2ex	-0.136589555	0.643707248	0.841291872
LIPAHTex	-0.136589555	0.643707248	0.841291872
LIPAMPL	0.137903794	-0.247963979	-0.453390126
LIPATPT	0.137903794	-0.247963979	-0.453390126
LIPOCT	0.186959459	0.273492074	0.253657304
LIPOS	0.555839941	-0.265256844	-0.927608249
LIPOtex	-0.903871103	-0.523639415	0.429627306
LIPOtex	0.470065903	-1.366947595	-1.360493472
LIPOtex	-0.472060634	0.327076275	1.148617799
LIPOtex	0.180532993	-0.433848486	-1.481278919
LKDRA	-0.071047808	-0.12943694	0.352348553
LPADSS	0.141503287	0.443730898	0.570605238
LPLIPAL1A120pp	0.123899563	0.196289245	0.603439875
LPLIPAL1A140pp	0.123899563	0.196289245	0.603439875
LPLIPAL1A141pp	0.123899563	0.196289245	0.603439875
LPLIPAL1A160pp	0.123899563	0.196289245	0.603439875
LPLIPAL1A161pp	0.123899563	0.196289245	0.603439875
LPLIPAL1A180pp	0.123899563	0.196289245	0.603439875
LPLIPAL1A181pp	0.123899563	0.196289245	0.603439875
LPLIPAL1E120pp	0.123899563	0.196289245	0.603439875
LPLIPAL1E140pp	0.123899563	0.196289245	0.603439875
LPLIPAL1E141pp	0.123899563	0.196289245	0.603439875
LPLIPAL1E160pp	0.123899563	0.196289245	0.603439875
LPLIPAL1E161pp	0.123899563	0.196289245	0.603439875
LPLIPAL1E180pp	0.123899563	0.196289245	0.603439875
LPLIPAL1E181pp	0.123899563	0.196289245	0.603439875
LPLIPAL1G120pp	0.123899563	0.196289245	0.603439875
LPLIPAL1G140pp	0.123899563	0.196289245	0.603439875
LPLIPAL1G141pp	0.123899563	0.196289245	0.603439875
LPLIPAL1G160pp	0.123899563	0.196289245	0.603439875
LPLIPAL1G161pp	0.123899563	0.196289245	0.603439875
LPLIPAL1G180pp	0.123899563	0.196289245	0.603439875
LPLIPAL1G181pp	0.123899563	0.196289245	0.603439875
LPLIPAL2A120	0.199184493	0.479962768	-0.033958752
LPLIPAL2A140	0.199184493	0.479962768	-0.033958752
LPLIPAL2A141	0.199184493	0.479962768	-0.033958752
LPLIPAL2A160	0.199184493	0.479962768	-0.033958752
LPLIPAL2A161	0.199184493	0.479962768	-0.033958752
LPLIPAL2A180	0.199184493	0.479962768	-0.033958752
LPLIPAL2A181	0.199184493	0.479962768	-0.033958752
LPLIPAL2ATE120	0.199184493	0.479962768	-0.033958752
LPLIPAL2ATE140	0.199184493	0.479962768	-0.033958752
LPLIPAL2ATE141	0.199184493	0.479962768	-0.033958752
LPLIPAL2ATE160	0.199184493	0.479962768	-0.033958752
LPLIPAL2ATE161	0.199184493	0.479962768	-0.033958752
LPLIPAL2ATE180	0.199184493	0.479962768	-0.033958752
LPLIPAL2ATE181	0.199184493	0.479962768	-0.033958752
LPLIPAL2ATG120	0.199184493	0.479962768	-0.033958752
LPLIPAL2ATG140	0.199184493	0.479962768	-0.033958752
LPLIPAL2ATG141	0.199184493	0.479962768	-0.033958752
LPLIPAL2ATG160	0.199184493	0.479962768	-0.033958752
LPLIPAL2ATG161	0.199184493	0.479962768	-0.033958752
LPLIPAL2ATG180	0.199184493	0.479962768	-0.033958752
LPLIPAL2ATG181	0.199184493	0.479962768	-0.033958752
LPLIPAL2E120	0.199184493	0.479962768	-0.033958752
LPLIPAL2E140	0.199184493	0.479962768	-0.033958752
LPLIPAL2E141	0.199184493	0.479962768	-0.033958752
LPLIPAL2E160	0.199184493	0.479962768	-0.033958752
LPLIPAL2E161	0.199184493	0.479962768	-0.033958752
LPLIPAL2E180	0.199184493	0.479962768	-0.033958752
LPLIPAL2E181	0.199184493	0.479962768	-0.033958752
LPLIPAL2G120	0.199184493	0.479962768	-0.033958752
LPLIPAL2G140	0.199184493	0.479962768	-0.033958752
LPLIPAL2G141	0.199184493	0.479962768	-0.033958752
LPLIPAL2G160	0.199184493	0.479962768	-0.033958752
LPLIPAL2G161	0.199184493	0.479962768	-0.033958752
LPLIPAL2G180	0.199184493	0.479962768	-0.033958752
LPLIPAL2G181	0.199184493	0.479962768	-0.033958752
LSERDHr	0.374968552	-0.326344541	-0.614848396
LYSabcpp	-0.037186245	-1.511147336	-0.587361756
LYSabcpp	0.105303632	-1.453621989	-0.64732596
LYSabcpp	0.269149562	-1.801558294	-1.233985673
LYSabcpp	0.585158659	-2.305705119	-1.404720545
LYSAM	0.298432253	0.160404544	0.248211146
LYSDC	0.080792938	0.383213806	0.225304097
LYSDC	-1.170510034	-0.034959475	0.698696927
LYSt2pp	0.520223201	-1.34809884	-2.149741132
LYSt3pp	0.652961485	-0.749184945	-0.410964073
LYSt3pp	0.359094065	-1.036539268	-1.304381262
LYStex	-0.903871103	-0.523639415	0.429627306
LYStex	0.470065903	-1.366947595	-1.360493472
LYStex	-0.472060634	0.327076275	1.148617799
LYStex	0.180532993	-0.433848486	-1.481278919
LYXt2pp	-1.237288031	-0.479863621	0.574282567
LYXtex	-0.903871103	-0.523639415	0.429627306
LYXtex	0.470065903	-1.366947595	-1.360493472
LYXtex	-0.472060634	0.327076275	1.148617799
LYXtex	0.180532993	-0.433848486	-1.481278919
M1PD	0.283139228	0.048797223	-0.598072764
MACPD	0.352442386	-0.490439104	0.441288122
MALCOAMT	-0.620641894	1.426040551	2.361843163
MALDDH	-0.02511173	-0.207150084	-0.236677516
MALDt2_2pp	0.084944042	-2.527373481	-2.864424303
MALDtex	-0.903871103	-0.523639415	0.429627306
MALDtex	0.470065903	-1.366947595	-1.360493472
MALDtex	-0.472060634	0.327076275	1.148617799
MALDtex	0.180532993	-0.433848486	-1.481278919
MALS	0.370679374	0.152938367	0.225481298
MALS	0.256791783	1.576353669	1.134478973
MALt2_2pp	0.084944042	-2.527373481	-2.864424303
MALt2_3pp	0.635237533	-1.800923033	-2.946347467
MALt2_3pp	0.262740302	-0.060733354	-0.73740181
MALTabcpp	0.365676264	0.107107808	-0.18274869
MALTabcpp	0.571070056	-0.003811895	-0.333312751
MALTabcpp	0.582496253	-0.971483584	-1.562916513
MALTabcpp	0.419301485	-0.969497413	-1.45376673
MALTATr	0.142693697	0.686424349	0.940834453
MALtex	-0.903871103	-0.523639415	0.429627306
MALtex	0.470065903	-1.366947595	-1.360493472
MALtex	-0.472060634	0.327076275	1.148617799
MALtex	0.180532993	-0.433848486	-1.481278919
MALTHXabcpp	0.365676264	0.107107808	-0.18274869
MALTHXabcpp	0.571070056	-0.003811895	-0.333312751
MALTHXabcpp	0.582496253	-0.971483584	-1.562916513
MALTHXabcpp	0.419301485	-0.969497413	-1.45376673
MALTHXtexi	0.692777847	-0.758056756	-1.392763349
MALTPTabcpp	0.365676264	0.107107808	-0.18274869
MALTPTabcpp	0.571070056	-0.003811895	-0.333312751
MALTPTabcpp	0.582496253	-0.971483584	-1.562916513
MALTPTabcpp	0.419301485	-0.969497413	-1.45376673
