,Sort,Name,Original,PDV,PDV-V2,Maize-Expanded,M-MiscBiomass,M-ExpEnergy,M-ModifiedPDV,SimpleThermo
rxn01501_c0,700,(R)-Mevalonate:NADP+ oxidoreductase (CoA acylating),-0.0008835763341587,,,-0.0008835763341587,-0.0008835763341587,-0.0008835763341587,-0.0019407595603112,-0.0019407595603112
rxn00216_d0,700,ATP:D-glucose 6-phosphotransferase,0.0,,,0.0032625,0.0,0.0,0.0406573365028801,0.0
rxn00414_d0,700,"hydrogen-carbonate:L-glutamine amido-ligase (ADP-forming, carbamate-phosphorylating)",0.0,,,7.70776699520054e-05,0.0,0.0,0.0,0.0
rxn00965_c0,700,4-Hydroxybenzoyl-CoA hydrolase,1.5989582500000004e-07,,,1.5989582500000004e-07,1.5989582500000004e-07,1.5989582500000004e-07,1.119270775e-06,1.119270775e-06
rxn00179_d0,700,ATP:L-glutamate 5-phosphotransferase,0.0,,,0.0,0.000118,0.0,0.0001179749999999,0.000117975
rxn00183_m0,700,L-Glutamate 5-semialdehyde:NAD+ oxidoreductase,-0.000554454050524,,,-0.001082110273024,-0.0005917244083186,-2.679782802399996e-05,-0.001082110273024,-0.001082110273024
energy_flex,150,energy_flex,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn28380_c0,25,RXN1F-93.r,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn28283_c0,25,RXN-4264.c.plantexp.NAD_NADH,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn28237_d0,25,RXNQT-4382.m,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn28786_m0,25,RXN0-6721.c,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn28786_d0,25,RXN0-6721.c,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn28786_c0,25,RXN0-6721.c,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn28571_d0,25,RXN0-1683.ce.maizeexp.ALPHA-MALTOSE_ALPHA-MALTOSE,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn28237_m0,25,RXNQT-4382.m,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn27860_d0,25,RXN-6102.d,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn28282_c0,25,RXN-4264.c.plantexp.NADP_NADPH,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn28496_c0,25,RXN-9808.c,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn28025_c0,25,N-acetylglucosamine-1-phosphate uridyltransferase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn26775_c0,25,RXN4FS-9.c,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn27011_c0,25,RXNQT-4161.c,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn28070_m0,25,RXNQT-4392.d,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn28498_c0,25,RXN-9810.c,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn26926_c0,25,RXN66-313.c,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn28314_j0,25,RXN-5984.c,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn26927_c0,25,RXN66-313.c.metaexp.NAD_NADH,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn28462_c0,25,RXN-9261.c,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn28070_d0,25,RXNQT-4392.d,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn28281_c0,25,RXN-4264.c,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn28237_r0,25,RXNQT-4382.m,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn28280_c0,25,RXN-4263.c,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn27012_c0,25,RXNQT-4162.c,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn27041_c0,25,RXNQT-4319.c,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn28279_c0,25,RXN-4262.c,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn27009_c0,25,GDP-L-galactose phosphorylase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn27360_m0,25,transport of PEP,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn27860_c0,25,RXN-6102.d,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn27082_d0,25,RXNQT-4358.c,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn27084_x0,25,RXNQT-4360.c,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn27084_m0,25,RXNQT-4360.c,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn27054_c0,25,RXNQT-4328.c,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn27056_c0,25,RXNQT-4330.c,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn27057_c0,25,RXNQT-4331.c,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn27084_d0,25,RXNQT-4360.c,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn27058_c0,25,RXNQT-4332.c,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn27084_c0,25,RXNQT-4360.c,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn27083_c0,25,RXNQT-4359.c,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn27059_c0,25,RXNQT-4333.c,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn27066_c0,25,RXNQT-4341.c,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn27082_x0,25,RXNQT-4358.c,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn27074_c0,25,RXNQT-4350.c,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn27082_m0,25,RXNQT-4358.c,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn27074_d0,25,RXNQT-4350.c,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn27086_c0,25,RXNQT-4362.c,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn27082_c0,25,RXNQT-4358.c,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn27081_x0,25,RXNQT-4357.c,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn27081_m0,25,RXNQT-4357.c,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn27081_d0,25,RXNQT-4357.c,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn27074_m0,25,RXNQT-4350.c,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn27081_c0,25,RXNQT-4357.c,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn27080_x0,25,RXNQT-4356.c,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn27080_m0,25,RXNQT-4356.c,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn27080_d0,25,RXNQT-4356.c,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn27080_c0,25,RXNQT-4356.c,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn27076_x0,25,RXNQT-4352.c,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn27076_m0,25,RXNQT-4352.c,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn27076_d0,25,RXNQT-4352.c,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn27074_x0,25,RXNQT-4350.c,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn27085_c0,25,RXNQT-4361.c,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn27087_c0,25,RXNQT-4363.c,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn27042_c0,25,RXNQT-4320.c,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn27076_c0,25,RXNQT-4352.c,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn27746_t0,25,RXNQT-4387.d,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn27746_d0,25,RXNQT-4387.d,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn27745_t0,25,RXNQT-4389.d,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn27745_d0,25,RXNQT-4389.d,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn27490_d0,25,PAPS reductase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn27043_c0,25,RXNQT-4321.c,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn00747_m0,25,D-glyceraldehyde-3-phosphate aldose-ketose-isomerase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn27411_c0,25,17beta-hydroxysteroid UDP-glucuronosyltransferase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn27408_c0,25,"UDP-D-glucose-4,6-hydrolyase",0.0,,,0.0,0.0,0.0,0.0,0.0
rxn27405_g0,25,UDP-D-xylose 4-epimerase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn27044_c0,25,RXNQT-4322.c,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn00751_c0,25,ATP:choline phosphotransferase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn27045_c0,25,RXNQT-4323.c,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn27360_x0,25,transport of PEP,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn27318_m0,25,NADPH-thioredoxin reductase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn27088_c0,25,RXNQT-4364.c,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn27318_d0,25,NADPH-thioredoxin reductase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn27046_c0,25,RXNQT-4324.c,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn27315_c0,25,thiol S-methyltransferase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn00775_c0,25,ADP-ribose ribophosphohydrolase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn00776_c0,25,uracil hydro-lyase (adding D-ribose 5-phosphate;pseudouridine-5'-phosphate-forming),0.0,,,0.0,0.0,0.0,0.0,0.0
rxn27048_c0,25,RXNQT-4325.c,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn27050_c0,25,RXNQT-4326.c,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn27256_d0,25,UDP-glucose-fructose glucosyltransferase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn00151_d0,25,"ATP:pyruvate,phosphate phosphotransferase",0.0,,,0.0,0.0,0.0,0.0,0.0
rxn27052_c0,25,RXNQT-4327.c,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn00777_n0,25,D-ribose-5-phosphate aldose-ketose-isomerase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn27092_c0,25,RXNQT-4398.c,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn00779_c0,25,D-glyceraldehyde 3-phosphate:NADP+ oxidoreductase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn27089_c0,25,RXNQT-4366.c,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn28786_x0,25,RXN0-6721.c,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn31828_v0,25,-,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn28899_c0,25,indole-3-pyruvate monooxygenase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn36720_d0,25,tetrahydrofolylpolyglutamate synthase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn36959_c0,25,phosphatidylserine decarboxylase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn36960_c0,25,phosphatidylserine decarboxylase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn36961_c0,25,phosphatidylserine decarboxylase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn36962_c0,25,phosphatidylserine decarboxylase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn36963_c0,25,phosphatidylserine decarboxylase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn36964_c0,25,phosphatidylserine decarboxylase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn36965_c0,25,phosphatidylserine decarboxylase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn36966_c0,25,phosphatidylserine decarboxylase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn36967_c0,25,phosphatidylserine decarboxylase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn36968_c0,25,phosphatidylserine decarboxylase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn36969_c0,25,phosphatidylserine decarboxylase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn36970_c0,25,phosphatidylserine decarboxylase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn36971_c0,25,phosphatidylserine decarboxylase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn36972_c0,25,phosphatidylserine decarboxylase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn36973_c0,25,phosphatidylserine decarboxylase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn36974_c0,25,phosphatidylserine decarboxylase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn36975_c0,25,phosphatidylserine decarboxylase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn36976_c0,25,phosphatidylserine decarboxylase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn36977_c0,25,phosphatidylserine decarboxylase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn36958_c0,25,phosphatidylserine decarboxylase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn36951_m0,25,3-phosphatidyl-1'-glycerol-3'-phosphate synthase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn36951_d0,25,3-phosphatidyl-1'-glycerol-3'-phosphate synthase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn36753_c0,25,p-diphenol oxidase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn36735_m0,25,hexokinase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn36736_m0,25,hexokinase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn36737_m0,25,hexokinase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn36738_m0,25,hexokinase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn36739_m0,25,hexokinase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn36740_m0,25,hexokinase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn36751_c0,25,L-arabinokinase (phosphorylating),0.0,,,0.0,0.0,0.0,0.0,0.0
rxn36752_c0,25,p-diphenol oxidase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn36754_c0,25,p-diphenol oxidase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn36938_c0,25,phosphatidylglycerol phosphatase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn36772_j0,25,dihydronicotinamide adenine dinucleotide-coenzyme Q reductase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn36772_m0,25,dihydronicotinamide adenine dinucleotide-coenzyme Q reductase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn36773_j0,25,dihydronicotinamide adenine dinucleotide-coenzyme Q reductase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn36773_m0,25,dihydronicotinamide adenine dinucleotide-coenzyme Q reductase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn36839_j0,25,quinone reductase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn36839_m0,25,quinone reductase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn36936_c0,25,phosphatidylglycerol phosphatase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn36937_c0,25,phosphatidylglycerol phosphatase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn36978_c0,25,phosphatidylserine decarboxylase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn36979_c0,25,phosphatidylserine decarboxylase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn36980_c0,25,phosphatidylserine decarboxylase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn37299_t0,25,RXN-7763.c.metaexp.GDP_GTP,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn00543_c0,25,ethanol:NAD+ oxidoreductase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn37282_c0,25,D-sorbitol 2-dehydrogenase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn37293_t0,25,RXN-7763.c.metaexp.ADP_ATP,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn37294_t0,25,RXN-7763.c.metaexp.CDP_CTP,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn37295_t0,25,RXN-7763.c.metaexp.DADP_DATP,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn37296_t0,25,RXN-7763.c.metaexp.DCDP_DCTP,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn37297_t0,25,RXN-7763.c.metaexp.DGDP_DGTP,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn37298_t0,25,RXN-7763.c.metaexp.DUDP_DUTP,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn37300_t0,25,RXN-7763.c.metaexp.IDP_ITP,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn37248_c0,25,RXN-4465.c.metaexp.CPD-13098_CPD-7838,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn37301_t0,25,RXN-7763.c.metaexp.TDP_TTP,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn37302_t0,25,RXN-7763.c.metaexp.UDP_UTP,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn37323_d0,25,acyl-coenzyme A ligase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn37323_r0,25,acyl-coenzyme A ligase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn37323_x0,25,acyl-coenzyme A ligase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn37324_d0,25,acyl-coenzyme A ligase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn37324_r0,25,acyl-coenzyme A ligase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn37324_x0,25,acyl-coenzyme A ligase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn37255_c0,25,phosphocholine diacylglyceroltransferase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn37247_c0,25,RXN-4465.c.metaexp.18-HYDROXYOLEATE_18-OXOOLEATE,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn37004_c0,25,CDP-diacylglycerol:L-serine 3-sn-phosphatidyltransferase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn37087_c0,25,RXN-11659.c.metaexp.CPD-12575,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn37005_c0,25,CDP-diacylglycerol:L-serine 3-sn-phosphatidyltransferase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn37010_c0,25,Clostridium oedematiens beta- and gamma-toxins,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn37018_c0,25,deoxyribokinase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn37018_d0,25,deoxyribokinase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn37022_c0,25,RXN-10455.c.metaexp.CPD-11259_CPD-731,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn37030_c0,25,RXN-10788.c.metaexp.CPD-12575,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn37085_c0,25,RXN-11655.c.metaexp.CPD-12575,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn37086_c0,25,RXN-11658.c.metaexp.CPD-12575,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn37088_c0,25,RXN-11660.c.metaexp.CPD-12575,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn37246_c0,25,RXN-4465.c.metaexp.16-HYDROXYPALMITATE_CPD-10512,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn37091_c0,25,RXN-11705.c.metaexp.CPD-12575,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn37097_c0,25,RXN-11853.c.metaexp.CPD-12575,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn37168_c0,25,RXN-12696.c.metaexp.CPD-12575,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn37169_c0,25,RXN-12698.c.metaexp.CPD-12575,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn37217_c0,25,1-acylglycerolphosphate acyltransferase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn37217_d0,25,1-acylglycerolphosphate acyltransferase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn37217_w0,25,1-acylglycerolphosphate acyltransferase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn37232_c0,25,exo-beta-fructosidase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn36734_m0,25,hexokinase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn36720_c0,25,tetrahydrofolylpolyglutamate synthase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn28903_c0,25,RXNQT-4146.c,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn36719_d0,25,tetrahydrofolylpolyglutamate synthase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn30949_c0,25,RXN-8263.c.metaexp.CPD-12575,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn31008_c0,25,RXN1F-443,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn31010_c0,25,RXN1F-474,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn31011_c0,25,RXN1F-475,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn00689_c0,25,Tetrahydrofolate:L-glutamate gamma-ligase (ADP-forming),0.0,,,0.0,0.0,0.0,0.0,0.0
rxn31167_d0,25,R_TCP7,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn31167_m0,25,R_TCP7,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn31167_x0,25,R_TCP7,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn00676_c0,25,acetyl-CoA:propanoyl-CoA 2-C-acetyltransferase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn31169_m0,25,TPT; APE2 (ACCLIMATION OF PHOTOSYNTHESIS TO ENVIRONMENT),0.0,,,0.0,0.0,0.0,0.0,0.0
rxn31169_x0,25,TPT; APE2 (ACCLIMATION OF PHOTOSYNTHESIS TO ENVIRONMENT),0.0,,,0.0,0.0,0.0,0.0,0.0
rxn31205_x0,25,"L-ascorbate peroxidase 1, cytosolic (APX1)",0.0,,,0.0,0.0,0.0,0.0,0.0
rxn31240_c0,25,"glucose-6-phosphate isomerase, putative",0.0,,,0.0,0.0,0.0,0.0,0.0
rxn31265_c0,25,"cystathionine gamma-synthase, chloroplast / O-succinylhomoserine (Thiol)-lyase (CGS)",0.0,,,0.0,0.0,0.0,0.0,0.0
rxn31266_c0,25,"cystathionine gamma-synthase, chloroplast / O-succinylhomoserine (Thiol)-lyase (CGS)",0.0,,,0.0,0.0,0.0,0.0,0.0
rxn00653_x0,25,3-aminopropanal:NAD+ oxidoreductase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn00650_c0,25,L-cysteinylglycine dipeptidase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn26772_c0,25,RXN4FS-3.c,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn00166_c0,25,D-serine ammonia-lyase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn30574_c0,25,2.4.1.117-RXN,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn00689_d0,25,Tetrahydrofolate:L-glutamate gamma-ligase (ADP-forming),0.0,,,0.0,0.0,0.0,0.0,0.0
rxn00689_m0,25,Tetrahydrofolate:L-glutamate gamma-ligase (ADP-forming),0.0,,,0.0,0.0,0.0,0.0,0.0
rxn29318_x0,25,TRANS-RXNBWI-115471.ce,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn28904_c0,25,RXNQT-4147.c,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn28948_c0,25,RXNQT-4304.c,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn28960_c0,25,RXNQT-4370.c,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn28962_d0,25,RXNQT-4372.d,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn00711_d0,25,UMP:diphosphate phospho-alpha-D-ribosyltransferase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn29240_v0,25,TRANS-RXN4LZ-6924.cd,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn00701_c0,25,UDP-glucose:alpha-D-galactose-1-phosphate uridylyltransferase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn29318_v0,25,TRANS-RXNBWI-115471.ce,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn00700_c0,25,GTP:alpha-D-glucose-1-phosphate guanylyltransferase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn29733_x0,25,TRANS-RXNBWI-115391.ce,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn00695_d0,25,ATP:alpha-D-glucose-1-phosphate adenylyltransferase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn29325_d0,25,TRANS-RXNAVI-26378.ce.brachyexp.CTP_CTP,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn29325_m0,25,TRANS-RXNAVI-26378.ce.brachyexp.CTP_CTP,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn29325_v0,25,TRANS-RXNAVI-26378.ce.brachyexp.CTP_CTP,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn00693_x0,25,5-Methyltetrahydrofolate:L-homocysteine S-methyltransferase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn29342_m0,25,TRANS-RXNAVI-26378.ce.brachyexp.UTP_UTP,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn29342_v0,25,TRANS-RXNAVI-26378.ce.brachyexp.UTP_UTP,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn29733_v0,25,TRANS-RXNBWI-115391.ce,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn32037_d0,25,-,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn32037_m0,25,-,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn32037_x0,25,-,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn36691_c0,25,diglyceride O-acyltransferase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn36659_t0,25,cytidine diphosphoglyceride pyrophosphorylase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn36684_c0,25,Ara-C kinase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn00578_c0,25,sucrose-6F-phosphate phosphohydrolase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn36687_c0,25,Ara-C kinase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn00562_c0,25,(S)-ureidoglycolate urea-lyase (glyoxylate-forming),0.0,,,0.0,0.0,0.0,0.0,0.0
rxn36689_c0,25,Ara-C kinase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn36690_c0,25,diglyceride O-acyltransferase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn36690_r0,25,diglyceride O-acyltransferase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn36691_r0,25,diglyceride O-acyltransferase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn36561_c0,25,aldehyde dehydrogenase [NAD(P)+],0.0,,,0.0,0.0,0.0,0.0,0.0
rxn36694_c0,25,arachidonoyl-specific diacylglycerol kinase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn36698_c0,25,(S)-dihydroorotate:quinone oxidoreductase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn36698_w0,25,(S)-dihydroorotate:quinone oxidoreductase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn36699_c0,25,(S)-dihydroorotate:quinone oxidoreductase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn36699_w0,25,(S)-dihydroorotate:quinone oxidoreductase,0.0,,,0.0,0.0,0.0,0.0,0.0
rxn36716_c0,25,phosphorylethanolamine-glyceride transferase,0.0,,,0.0,0.0,0.0,0.0,0.0
